dim,cohens_d,abs_d,stream
225,-0.0017352106515318155,0.0017352106515318155,gravity
226,-0.018413057550787926,0.018413057550787926,gravity
227,-0.053657740354537964,0.053657740354537964,gravity
228,0.0030764497350901365,0.0030764497350901365,gravity
229,-0.04765179753303528,0.04765179753303528,gravity
230,-0.10439570993185043,0.10439570993185043,gravity
231,-0.153291717171669,0.153291717171669,gravity
232,-0.18726038932800293,0.18726038932800293,gravity
233,-0.20368224382400513,0.20368224382400513,gravity
234,-0.20482224225997925,0.20482224225997925,gravity
235,-0.1954018473625183,0.1954018473625183,gravity
236,-0.18008194863796234,0.18008194863796234,gravity
237,-0.16235575079917908,0.16235575079917908,gravity
238,-0.1448255032300949,0.1448255032300949,gravity
239,-0.1288882941007614,0.1288882941007614,gravity
240,-0.11439332365989685,0.11439332365989685,gravity
241,-0.10106456279754639,0.10106456279754639,gravity
242,-0.08857898414134979,0.08857898414134979,gravity
243,-0.07672201097011566,0.07672201097011566,gravity
244,-0.06546729058027267,0.06546729058027267,gravity
245,-0.05515938252210617,0.05515938252210617,gravity
246,-0.04684899374842644,0.04684899374842644,gravity
247,-0.04265473783016205,0.04265473783016205,gravity
248,-0.04672006890177727,0.04672006890177727,gravity
249,-0.0636792704463005,0.0636792704463005,gravity
250,-0.09562081843614578,0.09562081843614578,gravity
251,-0.14170165359973907,0.14170165359973907,gravity
252,-0.19607184827327728,0.19607184827327728,gravity
253,-0.24866460263729095,0.24866460263729095,gravity
254,-0.2887672483921051,0.2887672483921051,gravity
255,-0.3091399669647217,0.3091399669647217,gravity
256,-0.3076218366622925,0.3076218366622925,gravity
257,-0.2859429121017456,0.2859429121017456,gravity
258,-0.24721282720565796,0.24721282720565796,gravity
259,-0.19684474170207977,0.19684474170207977,gravity
260,-0.14070436358451843,0.14070436358451843,gravity
261,-0.08388011902570724,0.08388011902570724,gravity
262,-0.03151724115014076,0.03151724115014076,gravity
263,0.011465460062026978,0.011465460062026978,gravity
264,0.041118353605270386,0.041118353605270386,gravity
265,0.055523231625556946,0.055523231625556946,gravity
266,0.05584898591041565,0.05584898591041565,gravity
267,0.04695558175444603,0.04695558175444603,gravity
268,0.037593819200992584,0.037593819200992584,gravity
269,0.03787935897707939,0.03787935897707939,gravity
270,0.05209604650735855,0.05209604650735855,gravity
271,0.07917750626802444,0.07917750626802444,gravity
272,0.11418906599283218,0.11418906599283218,gravity
273,0.1508735716342926,0.1508735716342926,gravity
274,0.18314029276371002,0.18314029276371002,gravity
275,0.20542065799236298,0.20542065799236298,gravity
276,0.21275140345096588,0.21275140345096588,gravity
277,0.20125122368335724,0.20125122368335724,gravity
278,0.16837087273597717,0.16837087273597717,gravity
279,0.11694443225860596,0.11694443225860596,gravity
280,0.05448682978749275,0.05448682978749275,gravity
281,-0.009809613227844238,0.009809613227844238,gravity
282,-0.06535633653402328,0.06535633653402328,gravity
283,-0.10150124132633209,0.10150124132633209,gravity
284,-0.10918460786342621,0.10918460786342621,gravity
285,-0.08307541906833649,0.08307541906833649,gravity
286,-0.02359730564057827,0.02359730564057827,gravity
287,0.06252764165401459,0.06252764165401459,gravity
288,0.16460402309894562,0.16460402309894562,gravity
289,0.2687489986419678,0.2687489986419678,gravity
290,0.36462077498435974,0.36462077498435974,gravity
291,0.44675126671791077,0.44675126671791077,gravity
292,0.5122202038764954,0.5122202038764954,gravity
293,0.558662474155426,0.558662474155426,gravity
294,0.5826488137245178,0.5826488137245178,gravity
295,0.5798526406288147,0.5798526406288147,gravity
296,0.5483430624008179,0.5483430624008179,gravity
297,0.49307170510292053,0.49307170510292053,gravity
298,0.4264553487300873,0.4264553487300873,gravity
299,0.36048197746276855,0.36048197746276855,gravity
300,0.30038756132125854,0.30038756132125854,gravity
