target,pipeline,r2,rmse,spearman_r
ARAT,Standard,0.555733827078867,15.358733932095067,0.7419690887778396
ARAT,Adv,-1.0574554226252895,33.0520964049559,0.4361275635463512
FMA,Standard,0.39989840593142056,16.554977305337058,0.6878856924675414
FMA,Adv,-1.4078272062693387,33.16109464729527,0.35597734837189493
