dim,SRM,abs_SRM,stream
0,-0.009662624448537827,0.009662624448537827,acc_mean
1,0.036631327122449875,0.036631327122449875,acc_mean
2,0.10013338923454285,0.10013338923454285,acc_mean
3,-0.4939555823802948,0.4939555823802948,acc_mean
4,0.4115111529827118,0.4115111529827118,acc_mean
5,0.14915546774864197,0.14915546774864197,acc_mean
6,0.36302450299263,0.36302450299263,acc_mean
7,-0.34492358565330505,0.34492358565330505,acc_mean
8,0.45414677262306213,0.45414677262306213,acc_mean
9,0.506165087223053,0.506165087223053,acc_mean
10,0.401809960603714,0.401809960603714,acc_mean
11,-0.061706844717264175,0.061706844717264175,acc_mean
12,-0.34830349683761597,0.34830349683761597,acc_mean
13,0.5014415383338928,0.5014415383338928,acc_mean
14,-0.30256643891334534,0.30256643891334534,acc_mean
15,0.46077898144721985,0.46077898144721985,acc_mean
16,0.16364018619060516,0.16364018619060516,acc_mean
17,-0.5100048780441284,0.5100048780441284,acc_mean
18,-0.21949532628059387,0.21949532628059387,acc_mean
19,-0.4680434465408325,0.4680434465408325,acc_mean
20,-0.260456919670105,0.260456919670105,acc_mean
21,-0.32736000418663025,0.32736000418663025,acc_mean
22,0.4484885036945343,0.4484885036945343,acc_mean
23,0.09017676115036011,0.09017676115036011,acc_mean
24,-0.23835812509059906,0.23835812509059906,acc_mean
25,-0.1858801245689392,0.1858801245689392,acc_mean
26,-0.41104939579963684,0.41104939579963684,acc_mean
27,-0.11455925554037094,0.11455925554037094,acc_mean
28,-0.32604315876960754,0.32604315876960754,acc_mean
29,0.49207431077957153,0.49207431077957153,acc_mean
30,-0.24860727787017822,0.24860727787017822,acc_mean
31,-0.3145318925380707,0.3145318925380707,acc_mean
32,-0.27831998467445374,0.27831998467445374,acc_mean
33,0.44668540358543396,0.44668540358543396,acc_mean
34,0.4031260013580322,0.4031260013580322,acc_mean
35,-0.22353819012641907,0.22353819012641907,acc_mean
36,-0.24560974538326263,0.24560974538326263,acc_mean
37,-0.3396736979484558,0.3396736979484558,acc_mean
38,-0.41217827796936035,0.41217827796936035,acc_mean
39,0.0991516187787056,0.0991516187787056,acc_mean
40,0.4363971948623657,0.4363971948623657,acc_mean
41,-0.006284779403358698,0.006284779403358698,acc_mean
42,0.3440288007259369,0.3440288007259369,acc_mean
43,-0.29349690675735474,0.29349690675735474,acc_mean
44,-0.395662784576416,0.395662784576416,acc_mean
45,0.43207401037216187,0.43207401037216187,acc_mean
46,0.15074315667152405,0.15074315667152405,acc_mean
47,-0.05108901858329773,0.05108901858329773,acc_mean
48,0.2700452208518982,0.2700452208518982,acc_mean
49,0.1403035819530487,0.1403035819530487,acc_mean
50,-0.46045687794685364,0.46045687794685364,acc_mean
51,-0.49432721734046936,0.49432721734046936,acc_mean
52,-0.09842522442340851,0.09842522442340851,acc_mean
53,-0.5031288862228394,0.5031288862228394,acc_mean
54,-0.047529079020023346,0.047529079020023346,acc_mean
55,0.47232863306999207,0.47232863306999207,acc_mean
56,-0.21469463407993317,0.21469463407993317,acc_mean
57,0.3496212065219879,0.3496212065219879,acc_mean
58,0.28350552916526794,0.28350552916526794,acc_mean
59,0.2862129807472229,0.2862129807472229,acc_mean
60,-0.4937659800052643,0.4937659800052643,acc_mean
61,0.41692307591438293,0.41692307591438293,acc_mean
62,0.007727915421128273,0.007727915421128273,acc_mean
63,0.25459057092666626,0.25459057092666626,acc_mean
64,-0.4685863256454468,0.4685863256454468,acc_std
65,0.26431798934936523,0.26431798934936523,acc_std
66,-0.023591455072164536,0.023591455072164536,acc_std
67,-0.5611339211463928,0.5611339211463928,acc_std
68,0.17174117267131805,0.17174117267131805,acc_std
69,0.2760779559612274,0.2760779559612274,acc_std
70,-0.5397416949272156,0.5397416949272156,acc_std
71,-0.4935433566570282,0.4935433566570282,acc_std
72,-0.46126091480255127,0.46126091480255127,acc_std
73,-0.5520001649856567,0.5520001649856567,acc_std
74,-0.5555721521377563,0.5555721521377563,acc_std
75,-0.055740322917699814,0.055740322917699814,acc_std
76,-0.35215872526168823,0.35215872526168823,acc_std
77,-0.41883713006973267,0.41883713006973267,acc_std
78,-0.48706313967704773,0.48706313967704773,acc_std
79,-0.5233790278434753,0.5233790278434753,acc_std
80,-0.35188621282577515,0.35188621282577515,acc_std
81,-0.4286569356918335,0.4286569356918335,acc_std
82,0.12249885499477386,0.12249885499477386,acc_std
83,-0.5362817049026489,0.5362817049026489,acc_std
84,-0.3402236998081207,0.3402236998081207,acc_std
85,-0.4168972373008728,0.4168972373008728,acc_std
86,-0.542943000793457,0.542943000793457,acc_std
87,-0.19803573191165924,0.19803573191165924,acc_std
88,-0.43713802099227905,0.43713802099227905,acc_std
89,-0.2772871255874634,0.2772871255874634,acc_std
90,-0.14702697098255157,0.14702697098255157,acc_std
91,-0.17497722804546356,0.17497722804546356,acc_std
92,-0.17638617753982544,0.17638617753982544,acc_std
93,-0.5312646627426147,0.5312646627426147,acc_std
94,0.02827691100537777,0.02827691100537777,acc_std
95,-0.5202956795692444,0.5202956795692444,acc_std
96,-0.3693679869174957,0.3693679869174957,acc_std
97,-0.5799331665039062,0.5799331665039062,acc_std
98,0.03080892004072666,0.03080892004072666,acc_std
99,-0.4463158845901489,0.4463158845901489,acc_std
100,-0.40191614627838135,0.40191614627838135,acc_std
101,-0.5117061138153076,0.5117061138153076,acc_std
102,-0.5115945935249329,0.5115945935249329,acc_std
103,-0.21147800981998444,0.21147800981998444,acc_std
104,-0.5251696109771729,0.5251696109771729,acc_std
105,-0.02841044031083584,0.02841044031083584,acc_std
106,-0.5511029362678528,0.5511029362678528,acc_std
107,0.11713428795337677,0.11713428795337677,acc_std
108,-0.46936240792274475,0.46936240792274475,acc_std
109,-0.2487906515598297,0.2487906515598297,acc_std
110,-0.317157506942749,0.317157506942749,acc_std
111,-0.4621542990207672,0.4621542990207672,acc_std
112,-0.5247378945350647,0.5247378945350647,acc_std
113,-0.3570096492767334,0.3570096492767334,acc_std
114,-0.5551068782806396,0.5551068782806396,acc_std
115,-0.21261319518089294,0.21261319518089294,acc_std
116,-0.04847108572721481,0.04847108572721481,acc_std
117,-0.4259403944015503,0.4259403944015503,acc_std
118,-0.14207445085048676,0.14207445085048676,acc_std
119,-0.27102190256118774,0.27102190256118774,acc_std
120,-0.3392300009727478,0.3392300009727478,acc_std
121,-0.37951716780662537,0.37951716780662537,acc_std
122,-0.47011876106262207,0.47011876106262207,acc_std
123,-0.1500478982925415,0.1500478982925415,acc_std
124,-0.46664562821388245,0.46664562821388245,acc_std
125,-0.3285459280014038,0.3285459280014038,acc_std
126,-0.14507445693016052,0.14507445693016052,acc_std
127,-0.500545084476471,0.500545084476471,acc_std
128,-0.11347676813602448,0.11347676813602448,gravity
129,-0.10027140378952026,0.10027140378952026,gravity
130,-0.08674154430627823,0.08674154430627823,gravity
131,-0.07475336641073227,0.07475336641073227,gravity
132,-0.06429605185985565,0.06429605185985565,gravity
133,-0.05453551933169365,0.05453551933169365,gravity
134,-0.044578492641448975,0.044578492641448975,gravity
135,-0.03441930562257767,0.03441930562257767,gravity
136,-0.024610938504338264,0.024610938504338264,gravity
137,-0.015278620645403862,0.015278620645403862,gravity
138,-0.006028210744261742,0.006028210744261742,gravity
139,0.003495061071589589,0.003495061071589589,gravity
140,0.013312305323779583,0.013312305323779583,gravity
141,0.023175889626145363,0.023175889626145363,gravity
142,0.03246951475739479,0.03246951475739479,gravity
143,0.04037030413746834,0.04037030413746834,gravity
144,0.046417880803346634,0.046417880803346634,gravity
145,0.051053062081336975,0.051053062081336975,gravity
146,0.05544247478246689,0.05544247478246689,gravity
147,0.060839295387268066,0.060839295387268066,gravity
148,0.0684099793434143,0.0684099793434143,gravity
149,0.0784204751253128,0.0784204751253128,gravity
150,0.09003770351409912,0.09003770351409912,gravity
151,0.10162433981895447,0.10162433981895447,gravity
152,0.11011525988578796,0.11011525988578796,gravity
153,0.11148799955844879,0.11148799955844879,gravity
154,0.10287604480981827,0.10287604480981827,gravity
155,0.08466816693544388,0.08466816693544388,gravity
156,0.05974139645695686,0.05974139645695686,gravity
157,0.031019458547234535,0.031019458547234535,gravity
158,0.0003323557029943913,0.0003323557029943913,gravity
159,-0.030817290768027306,0.030817290768027306,gravity
160,-0.06092607229948044,0.06092607229948044,gravity
161,-0.087587870657444,0.087587870657444,gravity
162,-0.10703064501285553,0.10703064501285553,gravity
163,-0.11478063464164734,0.11478063464164734,gravity
164,-0.10769404470920563,0.10769404470920563,gravity
165,-0.0861336886882782,0.0861336886882782,gravity
166,-0.054022107273340225,0.054022107273340225,gravity
167,-0.016556890681385994,0.016556890681385994,gravity
168,0.02241528406739235,0.02241528406739235,gravity
169,0.060865387320518494,0.060865387320518494,gravity
170,0.09874115139245987,0.09874115139245987,gravity
171,0.1373910903930664,0.1373910903930664,gravity
172,0.17847388982772827,0.17847388982772827,gravity
173,0.22315150499343872,0.22315150499343872,gravity
174,0.2710287272930145,0.2710287272930145,gravity
175,0.31902194023132324,0.31902194023132324,gravity
176,0.36139169335365295,0.36139169335365295,gravity
177,0.3923908770084381,0.3923908770084381,gravity
178,0.4103792905807495,0.4103792905807495,gravity
179,0.41750603914260864,0.41750603914260864,gravity
180,0.41678693890571594,0.41678693890571594,gravity
181,0.4104959964752197,0.4104959964752197,gravity
182,0.39888453483581543,0.39888453483581543,gravity
183,0.38021788001060486,0.38021788001060486,gravity
184,0.35127270221710205,0.35127270221710205,gravity
185,0.30877333879470825,0.30877333879470825,gravity
186,0.2523552179336548,0.2523552179336548,gravity
187,0.1874418407678604,0.1874418407678604,gravity
188,0.12431478500366211,0.12431478500366211,gravity
189,0.07198930531740189,0.07198930531740189,gravity
190,0.03316068649291992,0.03316068649291992,gravity
191,0.00656109256669879,0.00656109256669879,gravity
192,-0.010702281259000301,0.010702281259000301,gravity
193,-0.021570611745119095,0.021570611745119095,gravity
194,-0.028457466512918472,0.028457466512918472,gravity
195,-0.03318554908037186,0.03318554908037186,gravity
196,-0.03707387298345566,0.03707387298345566,gravity
197,-0.04099955037236214,0.04099955037236214,gravity
198,-0.04568653553724289,0.04568653553724289,gravity
199,-0.0517803356051445,0.0517803356051445,gravity
200,-0.05995699763298035,0.05995699763298035,gravity
201,-0.07168466597795486,0.07168466597795486,gravity
202,-0.08875314891338348,0.08875314891338348,gravity
203,-0.112953782081604,0.112953782081604,gravity
204,-0.14557118713855743,0.14557118713855743,gravity
205,-0.18604397773742676,0.18604397773742676,gravity
206,-0.22977830469608307,0.22977830469608307,gravity
207,-0.2674914002418518,0.2674914002418518,gravity
208,-0.2890559136867523,0.2890559136867523,gravity
209,-0.28971433639526367,0.28971433639526367,gravity
210,-0.270925372838974,0.270925372838974,gravity
211,-0.23468288779258728,0.23468288779258728,gravity
212,-0.18247006833553314,0.18247006833553314,gravity
213,-0.11683124303817749,0.11683124303817749,gravity
214,-0.043274007737636566,0.043274007737636566,gravity
215,0.029847972095012665,0.029847972095012665,gravity
216,0.09383027255535126,0.09383027255535126,gravity
217,0.14206519722938538,0.14206519722938538,gravity
218,0.16899780929088593,0.16899780929088593,gravity
219,0.17111967504024506,0.17111967504024506,gravity
220,0.14718620479106903,0.14718620479106903,gravity
