dim,rho_arat,rho_fma
0,0.6886980241348447,0.6792427212953746
1,0.6785206251367848,0.6564976939918131
2,0.6462733536766357,0.6216373493669234
3,-0.4998516779819364,-0.508026668802363
4,-0.6641852352212277,-0.655081688245908
5,0.7001406293078003,0.686552435282429
6,-0.6369631706613684,-0.6205376441945164
7,-0.3281669166885077,-0.30302445627269897
8,0.6837192752336332,0.6646495872564706
9,0.6500170941023523,0.6451015931334513
10,0.7257196293002616,0.7164633332804515
11,-0.7086997413379704,-0.7046070885559983
12,-0.3207622859354305,-0.31967779747003633
13,0.4220275608261236,0.42010593628435
14,-0.691065059187878,-0.679013809388882
15,0.6195878790061291,0.6078245265227866
16,-0.6864525541793994,-0.6667190746273295
17,-0.6673815455578066,-0.6580358892013194
18,0.6706382512931871,0.6533207679381929
19,0.19120486390611058,0.16141460146974348
20,0.6261307138763061,0.5972071901571209
21,0.6836356508352924,0.6748183800215765
22,-0.16556237131490925,-0.14618577287970133
23,-0.6918432306724376,-0.6725354477649339
24,0.6506078849906298,0.6332793758545576
25,-0.7183204186470767,-0.6966779203895499
26,-0.5361973192607657,-0.5385330470976806
27,-0.6476175384499642,-0.6272828119256938
28,0.5675231737391977,0.5284091086926307
29,0.6136110574247212,0.618405515389786
30,0.6888002317328167,0.6691396633682818
31,0.6775690104556668,0.6683353782914158
32,0.6908908416913349,0.6697544774414629
33,0.6859740367888941,0.6821992423038922
34,0.5978308237378329,0.5758340875904443
35,-0.6710013979859814,-0.6649566076175436
36,0.7108197746959046,0.689737094846404
37,-0.6540635858220618,-0.6278798389250597
38,-0.63196661286051,-0.6315996574055646
39,0.6165843693657247,0.6168766003927054
40,-0.5021521232362909,-0.47832380223287596
41,-0.6861738061849303,-0.6736722737870424
42,0.6069598205566953,0.6126046092728906
43,0.6458250339855311,0.6222243228028284
44,-0.6880778098471511,-0.6798173211147124
45,0.4550166116715544,0.465567376903161
46,0.312387457301604,0.30359828274100137
47,-0.6774606084578176,-0.6715215845574616
48,-0.3475965605451439,-0.35576713439024465
49,0.70501717061104,0.6927384702149778
50,-0.700070942309183,-0.694881425934204
51,-0.6061955864718591,-0.6017575876496969
52,-0.6545777210118602,-0.6550932885114396
53,-0.5431094952236143,-0.5254324805571913
54,0.6862566562832864,0.6761524105577243
55,-0.03154033557417625,0.0003410478066325711
56,-0.7157768431975464,-0.7071166126660271
57,-0.6318512421627993,-0.6185826127769037
58,-0.23362179136447334,-0.2128014577221572
59,-0.6515556281718248,-0.6251537765251054
60,0.23597721191773705,0.2456333025810669
61,-0.0940085354346814,-0.07979126643338358
62,0.5094104112922719,0.5108347064120747
63,0.686374349880951,0.6730133787048409
64,-0.5096999994865259,-0.5071651557488739
65,0.5254972677730763,0.5209346709350257
66,0.6857223892938874,0.6706059369314912
67,-0.4096612157714968,-0.41935810583307176
68,0.7133137949464183,0.7011687698523964
69,0.5679025807316695,0.5583787813693474
70,0.5493542245997063,0.522899755916099
71,0.45978552527692956,0.4387537498021078
72,0.6870425707676924,0.6663030117702584
73,0.14734154407644712,0.13781115451683487
74,0.49045709626834383,0.4660089603444019
75,0.5708147229738867,0.5474072502294464
76,0.6517933382671081,0.6290638393603305
77,0.5366169898524387,0.5099499928275222
78,0.4327407754135518,0.4115828345226775
79,0.19168415559660046,0.15961192020611417
80,0.6325326261492793,0.6004150502521592
81,-0.2536173141677219,-0.2725567455291538
82,0.701041914489917,0.6912760634069455
83,0.355334005949458,0.3221850015269588
84,0.6628960257468084,0.6477611473443571
85,0.6344993481102555,0.6072128058537472
86,0.4646705838800002,0.44098873429455254
