dim,icc,stream,category
896,-0.14423701,gravity,poor
897,-0.1855012,gravity,poor
898,-0.20507912,gravity,poor
899,-0.20486256,gravity,poor
900,-0.1896913,gravity,poor
901,-0.16243976,gravity,poor
902,-0.12277788,gravity,poor
903,-0.06798628,gravity,poor
904,0.0032715234,gravity,poor
905,0.08615639,gravity,poor
906,0.16906564,gravity,poor
907,0.24031283,gravity,poor
908,0.29586282,gravity,poor
909,0.34094113,gravity,poor
910,0.38151214,gravity,poor
911,0.41867912,gravity,poor
912,0.4472643,gravity,poor
913,0.4574675,gravity,poor
914,0.43910506,gravity,poor
915,0.3866953,gravity,poor
916,0.30306494,gravity,poor
917,0.19981714,gravity,poor
918,0.09587495,gravity,poor
919,0.011222087,gravity,poor
920,-0.041631225,gravity,poor
921,-0.05784467,gravity,poor
922,-0.04150335,gravity,poor
923,-0.00310541,gravity,poor
924,0.04486535,gravity,poor
925,0.091917634,gravity,poor
926,0.1311019,gravity,poor
927,0.15700448,gravity,poor
928,0.123219565,gravity,poor
929,0.14796096,gravity,poor
930,0.17350134,gravity,poor
931,0.18971455,gravity,poor
932,0.19663313,gravity,poor
933,0.20042937,gravity,poor
934,0.20898755,gravity,poor
935,0.225155,gravity,poor
936,0.24428856,gravity,poor
937,0.2575878,gravity,poor
938,0.2569125,gravity,poor
939,0.23780562,gravity,poor
940,0.20211211,gravity,poor
941,0.15611632,gravity,poor
942,0.10787994,gravity,poor
943,0.06445644,gravity,poor
944,0.029896818,gravity,poor
945,0.0053330325,gravity,poor
946,-0.0084350305,gravity,poor
947,-0.0074240807,gravity,poor
948,0.01776389,gravity,poor
949,0.07573698,gravity,poor
950,0.16280977,gravity,poor
951,0.26244542,gravity,poor
952,0.35353622,gravity,poor
953,0.42318615,gravity,poor
954,0.47038692,gravity,poor
955,0.50090486,gravity,moderate
956,0.52102,gravity,moderate
957,0.53347653,gravity,moderate
958,0.53432745,gravity,moderate
959,0.50938886,gravity,moderate
960,0.43693167,gravity,poor
961,0.30621713,gravity,poor
962,0.14840771,gravity,poor
963,0.0244261,gravity,poor
964,-0.032746937,gravity,poor
965,-0.031681288,gravity,poor
966,0.0044366354,gravity,poor
967,0.053270042,gravity,poor
968,0.094181545,gravity,poor
969,0.10855053,gravity,poor
970,0.08915974,gravity,poor
971,0.04225824,gravity,poor
972,-0.018513374,gravity,poor
973,-0.080369055,gravity,poor
974,-0.13411756,gravity,poor
975,-0.1723646,gravity,poor
976,-0.18803145,gravity,poor
977,-0.17481664,gravity,poor
978,-0.12670285,gravity,poor
979,-0.04302425,gravity,poor
980,0.065014794,gravity,poor
981,0.1710016,gravity,poor
982,0.23559816,gravity,poor
983,0.23364145,gravity,poor
984,0.17699797,gravity,poor
985,0.09857156,gravity,poor
986,0.024562953,gravity,poor
987,-0.03336409,gravity,poor
988,-0.0714209,gravity,poor
989,-0.09165964,gravity,poor
990,-0.097863816,gravity,poor
991,-0.09209529,gravity,poor
992,-0.07690269,gravity,poor
993,-0.055869196,gravity,poor
994,-0.033564992,gravity,poor
995,-0.015102413,gravity,poor
996,-0.0057242685,gravity,poor
997,-0.010366395,gravity,poor
998,-0.033316374,gravity,poor
999,-0.07425336,gravity,poor
1000,-0.12663645,gravity,poor
1001,-0.17854254,gravity,poor
1002,-0.21514128,gravity,poor
1003,-0.22517945,gravity,poor
1004,-0.20598364,gravity,poor
1005,-0.16339377,gravity,poor
1006,-0.10805105,gravity,poor
1007,-0.05109824,gravity,poor
1008,-0.00049447326,gravity,poor
1009,0.04064612,gravity,poor
1010,0.07370502,gravity,poor
1011,0.101910554,gravity,poor
1012,0.12721187,gravity,poor
1013,0.14861864,gravity,poor
1014,0.16221547,gravity,poor
1015,0.16331972,gravity,poor
1016,0.15104547,gravity,poor
1017,0.13277529,gravity,poor
1018,0.12303937,gravity,poor
1019,0.13295752,gravity,poor
1020,0.1613818,gravity,poor
1021,0.19981334,gravity,poor
1022,0.23817551,gravity,poor
1023,0.26794085,gravity,poor
1024,0.28235373,gravity,poor
1025,0.27582356,gravity,poor
1026,0.24415329,gravity,poor
1027,0.19037871,gravity,poor
