dim,icc,SEM,MDC,stream
433,-0.27772895,0.0050400584,0.013970329132423452,gravity
434,-0.26715952,0.00474422,0.013150307087639581,gravity
435,-0.25106272,0.004486909,0.012437077596891364,gravity
436,-0.22906911,0.0042704544,0.011837095687104266,gravity
437,-0.20153244,0.0040960778,0.011353748279024625,gravity
438,-0.1698526,0.00396333,0.01098578980157004,gravity
439,-0.13642311,0.0038710914,0.010730117943759637,gravity
440,-0.10421486,0.0038184065,0.010584082801518634,gravity
441,-0.076285236,0.0038033384,0.010542316157093978,gravity
442,-0.055047102,0.003823234,0.010597463978110577,gravity
443,-0.041827995,0.0038744663,0.010739472634349982,gravity
444,-0.03682289,0.0039523714,0.010955414646873579,gravity
445,-0.03935537,0.004051499,0.01123018246466175,gravity
446,-0.048258625,0.0041660774,0.011547777275728657,gravity
447,-0.062211473,0.0042904858,0.011892619760940056,gravity
448,-0.080008574,0.00441818,0.012246569758646174,gravity
449,-0.10056252,0.004544634,0.012597082496463765,gravity
450,-0.12294525,0.004667648,0.01293806048445164,gravity
451,-0.1464687,0.004784361,0.013261572080846749,gravity
452,-0.17060116,0.004892569,0.013561509469730018,gravity
453,-0.19493385,0.004990647,0.013833367943249042,gravity
454,-0.21914773,0.005077458,0.014073995496654373,gravity
