dim,cohens_d,stream,abs_d
388,0.3929689824581146,gravity,0.3929689824581146
389,0.39588603377342224,gravity,0.39588603377342224
390,0.39753037691116333,gravity,0.39753037691116333
391,0.39794158935546875,gravity,0.39794158935546875
392,0.39717480540275574,gravity,0.39717480540275574
393,0.3953000605106354,gravity,0.3953000605106354
394,0.39239904284477234,gravity,0.39239904284477234
395,0.38856539130210876,gravity,0.38856539130210876
396,0.3839018642902374,gravity,0.3839018642902374
397,0.3785155117511749,gravity,0.3785155117511749
398,0.37253379821777344,gravity,0.37253379821777344
399,0.36606916785240173,gravity,0.36606916785240173
400,0.3592163324356079,gravity,0.3592163324356079
401,0.35207951068878174,gravity,0.35207951068878174
402,0.3447572588920593,gravity,0.3447572588920593
403,0.33733993768692017,gravity,0.33733993768692017
404,0.3299107551574707,gravity,0.3299107551574707
405,0.3225424289703369,gravity,0.3225424289703369
406,0.31529879570007324,gravity,0.31529879570007324
407,0.3082360625267029,gravity,0.3082360625267029
408,0.30142587423324585,gravity,0.30142587423324585
409,0.2949078381061554,gravity,0.2949078381061554
410,0.2886894643306732,gravity,0.2886894643306732
411,0.2827945053577423,gravity,0.2827945053577423
412,0.27724066376686096,gravity,0.27724066376686096
413,0.2720382809638977,gravity,0.2720382809638977
414,0.26719626784324646,gravity,0.26719626784324646
415,0.2627161145210266,gravity,0.2627161145210266
416,0.25859591364860535,gravity,0.25859591364860535
417,0.2548307478427887,gravity,0.2548307478427887
418,0.2514343857765198,gravity,0.2514343857765198
419,0.2483920007944107,gravity,0.2483920007944107
420,0.24566707015037537,gravity,0.24566707015037537
421,0.2432449907064438,gravity,0.2432449907064438
422,0.24110685288906097,gravity,0.24110685288906097
423,0.23923589289188385,gravity,0.23923589289188385
424,0.23761163651943207,gravity,0.23761163651943207
425,0.23621568083763123,gravity,0.23621568083763123
426,0.2350267469882965,gravity,0.2350267469882965
427,0.23407098650932312,gravity,0.23407098650932312
428,-0.20984579622745514,gravity,0.20984579622745514
429,-0.20964491367340088,gravity,0.20964491367340088
430,-0.20792488753795624,gravity,0.20792488753795624
431,-0.20422834157943726,gravity,0.20422834157943726
432,-0.19809217751026154,gravity,0.19809217751026154
433,-0.18903551995754242,gravity,0.18903551995754242
434,-0.17663025856018066,gravity,0.17663025856018066
435,-0.16059213876724243,gravity,0.16059213876724243
436,-0.14089637994766235,gravity,0.14089637994766235
437,-0.11786170303821564,gravity,0.11786170303821564
438,-0.09218159317970276,gravity,0.09218159317970276
439,-0.06482256948947906,gravity,0.06482256948947906
440,-0.03680795431137085,gravity,0.03680795431137085
441,-0.009096464142203331,gravity,0.009096464142203331
442,0.017550775781273842,gravity,0.017550775781273842
443,0.042626529932022095,gravity,0.042626529932022095
444,0.06585106253623962,gravity,0.06585106253623962
445,0.08713038265705109,gravity,0.08713038265705109
446,0.10649306327104568,gravity,0.10649306327104568
447,0.12403565645217896,gravity,0.12403565645217896
448,0.13986629247665405,gravity,0.13986629247665405
449,0.1541208028793335,gravity,0.1541208028793335
450,0.16694852709770203,gravity,0.16694852709770203
451,0.17845766246318817,gravity,0.17845766246318817
452,0.18873651325702667,gravity,0.18873651325702667
453,0.19785082340240479,gravity,0.19785082340240479
454,0.20584581792354584,gravity,0.20584581792354584
455,0.21274618804454803,gravity,0.21274618804454803
456,0.21855856478214264,gravity,0.21855856478214264
457,0.2232728898525238,gravity,0.2232728898525238
458,0.22683434188365936,gravity,0.22683434188365936
459,0.22920171916484833,gravity,0.22920171916484833
460,0.23035529255867004,gravity,0.23035529255867004
461,0.23024094104766846,gravity,0.23024094104766846
462,0.22879864275455475,gravity,0.22879864275455475
463,0.22596600651741028,gravity,0.22596600651741028
464,0.22168290615081787,gravity,0.22168290615081787
465,0.21589432656764984,gravity,0.21589432656764984
466,0.20855474472045898,gravity,0.20855474472045898
467,0.19963426887989044,gravity,0.19963426887989044
468,0.18909069895744324,gravity,0.18909069895744324
469,0.17694216966629028,gravity,0.17694216966629028
470,0.16325803101062775,gravity,0.16325803101062775
471,0.14810393750667572,gravity,0.14810393750667572
472,0.13157401978969574,gravity,0.13157401978969574
473,0.11379071325063705,gravity,0.11379071325063705
474,0.09490213543176651,gravity,0.09490213543176651
475,0.07507956773042679,gravity,0.07507956773042679
476,0.054511524736881256,gravity,0.054511524736881256
477,0.033400148153305054,gravity,0.033400148153305054
478,0.011954150162637234,gravity,0.011954150162637234
479,-0.009602433070540428,gravity,0.009602433070540428
480,-0.031056588515639305,gravity,0.031056588515639305
481,-0.052208952605724335,gravity,0.052208952605724335
482,-0.07287102192640305,gravity,0.07287102192640305
483,-0.09286569058895111,gravity,0.09286569058895111
484,-0.11203548312187195,gravity,0.11203548312187195
485,-0.1302342563867569,gravity,0.1302342563867569
486,-0.14733663201332092,gravity,0.14733663201332092
487,-0.1632281094789505,gravity,0.1632281094789505
488,-0.17779026925563812,gravity,0.17779026925563812
489,-0.19093014299869537,gravity,0.19093014299869537
490,-0.20260433852672577,gravity,0.20260433852672577
491,-0.2127571702003479,gravity,0.2127571702003479
492,-0.2213459461927414,gravity,0.2213459461927414
493,-0.22833551466464996,gravity,0.22833551466464996
494,-0.2337004840373993,gravity,0.2337004840373993
495,-0.23742292821407318,gravity,0.23742292821407318
496,-0.2394915074110031,gravity,0.2394915074110031
497,-0.23989979922771454,gravity,0.23989979922771454
498,-0.2386084645986557,gravity,0.2386084645986557
499,-0.23562097549438477,gravity,0.23562097549438477
500,-0.23098623752593994,gravity,0.23098623752593994
501,-0.22471660375595093,gravity,0.22471660375595093
502,-0.2168303281068802,gravity,0.2168303281068802
503,-0.20734921097755432,gravity,0.20734921097755432
504,-0.1962994635105133,gravity,0.1962994635105133
505,-0.18371540307998657,gravity,0.18371540307998657
506,-0.16963694989681244,gravity,0.16963694989681244
507,-0.15411484241485596,gravity,0.15411484241485596
508,-0.13717949390411377,gravity,0.13717949390411377
509,-0.11891564726829529,gravity,0.11891564726829529
510,-0.09945348650217056,gravity,0.09945348650217056
511,-0.07890874147415161,gravity,0.07890874147415161
512,-0.057418614625930786,gravity,0.057418614625930786
513,-0.035143014043569565,gravity,0.035143014043569565
514,-0.012264478020370007,gravity,0.012264478020370007
515,0.011012386530637741,gravity,0.011012386530637741
516,0.03446386381983757,gravity,0.03446386381983757
517,0.057851843535900116,gravity,0.057851843535900116
518,0.08093529939651489,gravity,0.08093529939651489
519,0.10345326364040375,gravity,0.10345326364040375
520,0.1251579374074936,gravity,0.1251579374074936
521,0.14582617580890656,gravity,0.14582617580890656
522,0.16526076197624207,gravity,0.16526076197624207
523,0.1832936853170395,gravity,0.1832936853170395
524,0.19978956878185272,gravity,0.19978956878185272
525,0.21464969217777252,gravity,0.21464969217777252
526,0.22780779004096985,gravity,0.22780779004096985
527,0.2392330914735794,gravity,0.2392330914735794
528,0.24889524281024933,gravity,0.24889524281024933
529,0.2568102478981018,gravity,0.2568102478981018
530,0.26304712891578674,gravity,0.26304712891578674
531,0.26766350865364075,gravity,0.26766350865364075
532,0.2707273066043854,gravity,0.2707273066043854
533,0.27230969071388245,gravity,0.27230969071388245
534,0.272485613822937,gravity,0.272485613822937
535,0.27132660150527954,gravity,0.27132660150527954
536,0.2689027488231659,gravity,0.2689027488231659
537,0.2652786374092102,gravity,0.2652786374092102
538,0.26049065589904785,gravity,0.26049065589904785
539,0.2545977234840393,gravity,0.2545977234840393
540,0.2476707398891449,gravity,0.2476707398891449
541,0.2397502362728119,gravity,0.2397502362728119
542,0.23086927831172943,gravity,0.23086927831172943
543,0.22105546295642853,gravity,0.22105546295642853
544,0.21033132076263428,gravity,0.21033132076263428
545,0.19871579110622406,gravity,0.19871579110622406
546,0.18622413277626038,gravity,0.18622413277626038
547,0.17287185788154602,gravity,0.17287185788154602
548,0.15868009626865387,gravity,0.15868009626865387
549,0.143682599067688,gravity,0.143682599067688
550,0.1279047280550003,gravity,0.1279047280550003
551,0.11138452589511871,gravity,0.11138452589511871
552,0.09417324513196945,gravity,0.09417324513196945
553,0.07634128630161285,gravity,0.07634128630161285
554,0.057981498539447784,gravity,0.057981498539447784
555,0.039213862270116806,gravity,0.039213862270116806
556,0.020188985392451286,gravity,0.020188985392451286
