dim,icc,stream,category
918,0.5186057,gravity,moderate
919,0.51425517,gravity,moderate
920,0.5100406,gravity,moderate
921,0.5057399,gravity,moderate
922,0.5013062,gravity,moderate
923,0.49691343,gravity,poor
924,0.49256527,gravity,poor
925,0.48810574,gravity,poor
926,0.4835985,gravity,poor
927,0.4792611,gravity,poor
928,0.4748342,gravity,poor
929,0.47032782,gravity,poor
930,0.46600693,gravity,poor
931,0.46166924,gravity,poor
932,0.45727262,gravity,poor
933,0.4529753,gravity,poor
934,0.4487798,gravity,poor
935,0.4445441,gravity,poor
936,0.44032508,gravity,poor
937,0.4363187,gravity,poor
938,0.4322886,gravity,poor
939,0.42824286,gravity,poor
940,0.42441824,gravity,poor
941,0.42063054,gravity,poor
942,0.41684008,gravity,poor
943,0.4131862,gravity,poor
944,0.4096687,gravity,poor
945,0.4061586,gravity,poor
946,0.40270394,gravity,poor
947,0.39947525,gravity,poor
948,0.39626142,gravity,poor
949,0.3930671,gravity,poor
950,0.3900962,gravity,poor
951,0.38718575,gravity,poor
952,0.3842989,gravity,poor
953,0.38155282,gravity,poor
954,0.3789451,gravity,poor
955,0.3763631,gravity,poor
956,0.37384492,gravity,poor
957,0.37153256,gravity,poor
958,0.36924618,gravity,poor
959,0.36698776,gravity,poor
960,0.36492428,gravity,poor
961,0.36291945,gravity,poor
962,0.36094102,gravity,poor
963,0.35908294,gravity,poor
964,0.35734195,gravity,poor
965,0.35562527,gravity,poor
966,0.3539623,gravity,poor
967,0.35246482,gravity,poor
968,0.35098904,gravity,poor
969,0.34953552,gravity,poor
970,0.34823373,gravity,poor
971,0.3469768,gravity,poor
972,0.34573933,gravity,poor
973,0.34459174,gravity,poor
974,0.34353152,gravity,poor
975,0.34248775,gravity,poor
976,0.3414817,gravity,poor
977,0.3405963,gravity,poor
978,0.33972427,gravity,poor
979,0.33886617,gravity,poor
980,0.33811554,gravity,poor
981,0.3373948,gravity,poor
982,0.33668524,gravity,poor
983,0.33603668,gravity,poor
984,0.3354476,gravity,poor
985,0.33486736,gravity,poor
986,0.3343106,gravity,poor
987,0.333835,gravity,poor
988,0.33336627,gravity,poor
989,0.33290446,gravity,poor
990,0.33251286,gravity,poor
991,0.33213928,gravity,poor
992,0.3317711,gravity,poor
993,0.3314411,gravity,poor
994,0.3311481,gravity,poor
995,0.33085915,gravity,poor
996,0.3305836,gravity,poor
997,0.33035782,gravity,poor
998,0.33013526,gravity,poor
999,0.32991552,gravity,poor
1000,0.32973772,gravity,poor
1001,0.32956997,gravity,poor
1002,0.32940426,gravity,poor
1003,0.32926026,gravity,poor
1004,0.32913715,gravity,poor
1005,0.32901573,gravity,poor
1006,0.32890105,gravity,poor
1007,0.328814,gravity,poor
1008,0.3287281,gravity,poor
1009,0.3286431,gravity,poor
1010,0.32858035,gravity,poor
1011,0.32852244,gravity,poor
1012,0.32846534,gravity,poor
1013,0.32841885,gravity,poor
1014,0.3283827,gravity,poor
1015,0.3283471,gravity,poor
1016,0.3283143,gravity,poor
1017,0.32829458,gravity,poor
1018,0.3282751,gravity,poor
1019,0.32825586,gravity,poor
1020,0.32824612,gravity,poor
1021,0.32823846,gravity,poor
1022,0.32823083,gravity,poor
1023,0.32822752,gravity,poor
1024,0.32822797,gravity,poor
1025,0.3282284,gravity,poor
1026,0.32822892,gravity,poor
1027,0.32822892,gravity,poor
